datetime,day_o_week,time_in_trade,vola,long,short,buy_open,buy_close,sell_open,sell_close,pnl,pnl_ac,cr,cr_ac,pnl_plus,cr_plus
2025-01-01 18:00:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 18:05:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 18:10:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 18:15:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 18:20:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 18:25:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 18:30:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 18:35:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 18:40:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 18:45:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 18:50:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 18:55:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 19:00:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 19:05:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 19:10:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 19:15:00,2,1,,0.0,6.413774158284572,0.0,0.0,21182.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 19:20:00,2,2,,0.0,6.413774158284572,0.0,0.0,21182.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 19:25:00,2,3,,0.0,6.413774158284572,0.0,0.0,21182.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 19:30:00,2,4,,0.0,6.413774158284572,0.0,0.0,21182.0,0.0,0.0,0.0,1.3142049574046428,1.2068249574046428,0.0,1.2320970673054659
2025-01-01 19:35:00,2,0,,0.0,0.0,0.0,0.0,21182.0,21174.6,0.00034935322443591045,0.00027935322443591043,1.3145543106290787,1.2071043106290786,0.00033720848140471994,1.2324342757868707
2025-01-01 19:40:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 19:45:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
